diff --git a/public/ml_features/XAGUSD_labelled.csv b/public/ml_features/XAGUSD_labelled.csv
new file mode 100644
index 0000000000000000000000000000000000000000..f34cc4694a3c569abd42615621635469acd16fe3
--- /dev/null
 b/public/ml_features/XAGUSD_labelled.csv
@@ -0,0 1,481 @@
p_score,rel_atr,ema21_slope,bias_long,bias_short,momentum_vol_ratio,order_flow_imbalance,order_flow_pressure,order_flow_aggressor,news_sentiment,news_event_severity,realtime_confidence,volatility_ratio,volatility_regime_flag,precision_score,precision_trigger_ready,precision_trigger_arming,precision_trigger_fire,precision_trigger_confidence,precision_order_flow_ready,structure_flip_flag,momentum_trail_activation_rr,momentum_trail_lock_ratio,momentum_trail_price,analysis_timestamp,close,label
69.4123456781296,0.003115766532310807,-0.0012966226339705738,1.0,0.0,1.2314794961477182,-0.1287052464444288,0.39557275042593426,0.012579674998355522,0.3309271336530429,0.3490610380585971,0.87015773514167,1.2003355608326456,0.0,63.59788999592003,1.0,0.0,0.0,0.5110796606774562,0.0,0.0,2.173637778454859,0.562220890863888,24.709745182007403,2025-01-02T08:00:00,24.739925017998157,1
70.25110304340816,0.0010542953420881144,-0.004473385229881568,0.0,0.0,0.9757677219433227,-0.30715640494715657,0.07282953215314804,0.47728014038108846,0.20896818619916963,0.2729845690647205,0.7786511040695729,0.6028423218986627,0.0,78.86699756787382,1.0,0.0,0.0,0.5783264718809711,0.0,0.0,0.6565886070911945,0.5423020942644355,15.909884555611939,2025-01-02T08:05:00,24.5703545658346,0
70.52231365578939,0.0018411887225291315,0.0013429736363270088,1.0,0.0,1.0742946324029912,0.5442773494028871,-0.13678544643674623,0.1611303717246028,1.4849024186716124,0.06606642166427543,0.8279969668141118,0.9810858156410931,-1.0,64.9430841903979,0.0,1.0,0.0,0.7820404148691589,0.0,0.0,0.7502997443296224,0.4508826183728083,27.374654943299134,2025-01-02T08:10:00,22.764361062076407,1
62.793182836704034,0.0011083089779254849,-0.015405577823140735,0.0,1.0,0.5881494814813389,-0.37179813574953646,0.47867041590117826,-0.008690133145530382,-0.5999973933708067,0.13523280462311313,0.7597013785406123,0.9206139872097349,1.0,94.70687657192164,1.0,0.0,0.0,0.8171463185411563,1.0,0.0,0.6155888754190941,0.8538897580456362,21.50627276821841,2025-01-02T08:15:00,26.176732163916217,0
58.00887467074983,0.0016627250061662469,0.003674737114836903,1.0,0.0,0.5286765132593336,-0.018107660694109406,0.27077047250287967,-0.19131581428474845,0.2058550021877088,0.30957343675416615,0.8801215497079483,1.1195119008375165,0.0,80.14527514827236,1.0,0.0,1.0,0.7663651554476503,0.0,0.0,1.4000421087377275,0.47402985743634574,24.808711789003823,2025-01-02T08:20:00,26.741227172663507,0
63.8429775100919,0.0016251195895285126,0.02528379281531199,0.0,0.0,1.3157256975942453,0.0007731712230676924,0.01259917547445158,0.20430783066492636,0.41839734536700224,0.6499735235416558,0.8501658908402345,0.42645289542469433,0.0,58.625987311582314,0.0,0.0,0.0,0.7264664478167423,0.0,0.0,0.9797832973852122,0.5748332071246229,25.91229502267427,2025-01-02T08:25:00,27.35396163938239,0
61.73556094904684,0.0009769159112091824,0.007971486637969177,0.0,0.0,0.4107302199652607,0.4070850920696666,-0.3765672185129148,0.2924401646395096,0.5542461604040634,0.353001253059109,0.8124769634209748,1.558761574788791,1.0,65.30916988487336,1.0,0.0,0.0,0.6500293606887655,1.0,0.0,2.3635447474042754,0.516455302677526,31.994743115962997,2025-01-02T08:30:00,24.385734033106658,1
71.86379263602139,0.001499804805671468,-0.0029931196290888295,0.0,0.0,1.5310546818902195,0.02615127959250063,0.34864002690693363,-0.15350059830966487,0.17945863156290837,0.5005440762097391,0.9673238300749567,1.0743829843338046,0.0,43.94573418268115,1.0,0.0,0.0,0.8081044003581509,0.0,0.0,1.5214767525916744,0.5213093866239452,26.658888965209922,2025-01-02T08:35:00,26.172343129174,1
61.092131016697394,0.001281310069920569,-0.013860010906804854,1.0,0.0,0.8518776595190569,-0.17417105881298664,0.7764753045746167,0.33661036327063376,0.22304469037917035,0.13923554374393526,0.9737702656843787,1.143694046737201,0.0,46.29173245910019,0.0,0.0,0.0,0.6564487634606447,0.0,0.0,1.446487942280263,0.635640112464156,28.802998923344752,2025-01-02T08:40:00,24.62001105595108,1
68.81152616739978,0.0011746247373034043,-0.012771792809140148,0.0,1.0,1.4340714279394708,0.031179509225651575,0.23313154877479436,0.015455728121323203,0.35110422842026257,0.5100949834855804,0.7695971310487721,1.893608528149406,0.0,57.20022506905717,0.0,1.0,0.0,0.6506624781257118,0.0,0.0,0.7219434336654668,0.6842863615827207,25.440766247855933,2025-01-02T08:45:00,26.643134465540747,1
70.6133549909442,0.0019279048329253117,-0.026086139909130786,1.0,0.0,1.893591206618681,-0.038736610788158155,0.022924373629972364,0.19134291438671996,-1.0659531388335377,0.6003816538330112,0.8645292423582154,0.891268435083286,1.0,77.94868443622556,1.0,0.0,0.0,0.44011963953086247,0.0,1.0,1.7260975240785403,0.8053702919662031,27.400286957781613,2025-01-02T08:50:00,24.747945902996022,1
